"st_key","st_dive_id","st_launch_datetime","st_surveystart_datetime","st_surveyend_datetime","st_recovery_datetime","st_launch_lat_dd","st_launch_lon_dd","st_surveystart_lat_dd","st_surveystart_lon_dd","st_surveyend_lat_dd","st_surveyend_lon_dd","st_recovery_lat_dd","st_origin_lat_dd","st_origin_lon_dd","st_maxsurvey_depth","cruise_leg_id","cruise_vessel","p_display_name","sentry_ops_id","sentry_ops_alternate_id"
"1","ST-29","2009-09-14 23:56:26","2009-09-15 00:04:32","2009-09-15 06:02:41","2009-09-15 06:33:01","34.41","-120.66","34.41","-120.66","34.42","-120.67","34.42","34.41","-120.66","247.4","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"2","ST-30","2009-09-18 04:29:53","2009-09-18 04:35:29","2009-09-18 13:59:34","2009-09-18 14:17:22","34.22","-119.79","34.22","-119.79","34.2","-119.77","34.2","34.22","-119.79","250.7","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"3","ST-31","2009-09-19 01:54:42","2009-09-19 01:58:39","2009-09-19 13:59:56","2009-09-19 14:13:36","34.18","-119.7","34.18","-119.7","34.17","-119.68","34.17","34.18","-119.7","207.1","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"4","ST-32","2009-09-21 02:26:04","2009-09-21 02:30:25","2009-09-21 13:59:59","2009-09-21 14:16:21","34.33","-120","34.33","-120","34.32","-119.97","34.32","34.33","-120","257.7","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"5","ST-33","2009-09-22 01:31:50","2009-09-22 01:37:01","2009-09-22 12:56:05","2009-09-22 13:09:04","34.22","-119.79","34.22","-119.79","34.2","-119.77","34.2","34.22","-119.79","207.2","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"6","ST-34","2009-09-24 03:16:28","2009-09-24 03:43:13","2009-09-24 12:50:47","2009-09-24 13:21:39","33.62","-118.83","33.62","-118.83","33.62","-118.82","33.62","33.62","-118.83","896.9","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"7","ST-35","2009-09-25 02:11:32","2009-09-25 02:22:19","2009-09-25 12:26:42","2009-09-25 12:52:19","33.9","-118.7","33.89","-118.7","33.9","-118.71","33.9","33.9","-118.7","389.8","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"8","ST-36","2009-09-27 01:49:43","2009-09-27 02:14:49","2009-09-27 14:13:49","2009-09-27 14:40:03","33.76","-118.68","33.76","-118.68","33.77","-118.68","33.77","33.76","-118.68","822.3","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"9","ST-37","2009-09-28 05:55:43","2009-09-28 06:20:36","2009-09-28 13:04:08","2009-09-28 13:37:02","33.76","-118.68","33.76","-118.68","33.76","-118.68","33.76","33.76","-118.68","820.9","AT15-53","R/V Atlantis","Valentine, David","AT15-53_Valentine09",
"10","ST-38","2010-03-18 02:47:48","2010-03-18 03:36:07","2010-03-18 03:39:04","2010-03-18 04:26:20","2.53","-95.1","2.53","-95.1","2.53","-95.1","2.53","2.53","-95.1","1500","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"11","ST-39","2010-03-19 03:06:31","2010-03-19 04:34:59","2010-03-19 10:54:29","2010-03-19 12:08:26","2.53","-95.1","2.53","-95.09","2.53","-95.09","2.53","2.53","-95.1","2734.5","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"12","ST-40","2010-03-20 01:37:15","2010-03-20 02:49:09","2010-03-20 10:56:36","2010-03-20 12:16:13","2.53","-95.1","2.53","-95.1","2.53","-95.08","2.53","2.53","-95.1","2744.3","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"13","ST-41","2010-03-21 00:32:16","2010-03-21 01:35:35","2010-03-21 10:54:23","2010-03-21 12:24:15","2.53","-95.1","2.53","-95.1","2.51","-95.1","2.51","2.53","-95.1","2737.3","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"14","ST-42","2010-03-22 02:00:01","2010-03-22 03:04:26","2010-03-22 10:52:36","2010-03-22 12:15:56","2.53","-95.1","2.53","-95.09","2.53","-95.11","2.52","2.53","-95.1","2833.9","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"15","ST-43","2010-03-23 01:10:54","2010-03-23 02:15:02","2010-03-23 10:49:03","2010-03-23 12:08:30","2.53","-95.1","2.53","-95.1","2.52","-95.09","2.52","2.53","-95.1","2804.5","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"16","ST-44","2010-03-24 01:52:06","2010-03-24 03:00:07","2010-03-24 09:54:43","2010-03-24 12:05:58","2.53","-95.1","2.53","-95.1","2.53","-95.11","2.53","2.53","-95.1","2783","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"17","ST-45","2010-03-26 05:46:25","2010-03-26 07:00:14","2010-03-26 09:01:55","2010-03-26 12:07:31","2.53","-95.1","2.53","-95.09","2.53","-95.1","2.53","2.53","-95.1","2777.3","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"18","ST-46","2010-03-27 02:03:43","2010-03-27 03:20:02","2010-03-27 10:53:21","2010-03-27 12:20:16","2.53","-95.1","2.53","-95.09","2.53","-95.12","2.53","2.53","-95.1","2834.5","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"19","ST-47","2010-03-28 00:32:00","2010-03-28 01:46:56","2010-03-28 10:51:27","2010-03-28 12:14:43","2.53","-95.1","2.53","-95.1","2.51","-95.09","2.51","2.53","-95.1","2815.7","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"20","ST-48","2010-03-28 23:51:57","2010-03-29 01:02:12","2010-03-29 10:59:06","2010-03-29 12:15:10","2.53","-95.1","2.53","-95.1","2.51","-95.11","2.51","2.53","-95.1","2735.5","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"21","ST-49","2010-03-30 01:55:11","2010-03-30 03:04:52","2010-03-30 10:59:18","2010-03-30 12:16:54","2.53","-95.1","2.53","-95.09","2.52","-95.1","2.52","2.53","-95.1","2755.4","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"22","ST-50","2010-04-01 03:00:00","2010-04-01 03:25:35","2010-04-01 10:59:04","2010-04-01 12:04:40","2.03","-92.1","2.03","-92.1","2.02","-92.07","2.02","2.03","-92.1","1653","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"23","ST-51","2010-04-02 23:30:42","2010-04-03 00:13:34","2010-04-03 11:05:24","2010-04-03 12:13:12","2.03","-92.1","2.03","-92.1","2.01","-92.06","2.01","2.03","-92.1","1687.5","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"24","ST-52","2010-04-03 22:37:56","2010-04-03 23:19:08","2010-04-04 11:22:33","2010-04-04 12:16:21","2.03","-92.1","2.03","-92.09","2.02","-92.04","2.02","2.03","-92.1","1681.7","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"25","ST-53","2010-04-04 23:07:11","2010-04-04 23:46:37","2010-04-04 23:46:37","2010-04-04 23:46:37","2.03","-92.1","2.03","-92.09","2.03","-92.09","2.03","2.03","-92.1","1553.6","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"27","ST-55","2010-04-08 22:14:34","2010-04-08 23:01:01","2010-04-09 11:15:06","2010-04-09 12:07:57","2.03","-92.1","2.03","-92.1","2.02","-92.04","2.02","2.03","-92.1","1680.9","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"28","ST-56","2010-04-09 22:12:20","2010-04-09 22:55:45","2010-04-10 11:35:29","2010-04-10 12:38:24","2.03","-92.1","2.03","-92.1","2.03","-92.15","2.03","2.03","-92.1","1636.9","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"29","ST-57","2010-04-11 02:16:13","2010-04-11 02:58:14","2010-04-11 11:22:37","2010-04-11 12:25:06","2.03","-92.1","2.03","-92.1","2.02","-92.04","2.02","2.03","-92.1","1657.2","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"30","ST-58","2010-04-12 02:04:32","2010-04-12 02:49:20","2010-04-12 11:10:46","2010-04-12 12:11:37","2.03","-92.1","2.03","-92.1","2.05","-92.12","2.05","2.03","-92.1","1666.2","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"31","ST-59","2010-04-12 22:42:17","2010-04-12 23:27:38","2010-04-13 10:12:46","2010-04-13 11:18:21","2.03","-92.1","2.03","-92.1","2.02","-92.04","2.02","2.03","-92.1","1686.6","AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"26","ST-54","2010-04-08 05:55:00","2010-04-08 05:58:00","2010-04-08 05:43:00","2010-04-08 06:21:00","2.03","-92.1","2.03","-92.1","2.03","-92.1","2.03","2.03","-92.1",,"AT15-63","R/V Atlantis","Sinton, John","AT15-63_Sinton10",
"51","ST-79","2010-12-07 23:23:07","2010-12-07 23:52:42","2010-12-07 23:52:54","2010-12-08 00:46:12","28.65","-88.47","28.64","-88.47","28.64","-88.47","28.65","28.65","-88.47","1171","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"52","ST-80","2010-12-08 04:00:00","2010-12-08 04:26:08","2010-12-08 10:53:52","2010-12-08 11:47:44","28.64","-88.47","28.65","-88.47","28.65","-88.46","28.65","28.65","-88.47","1391.6","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"53","ST-81","2010-12-09 01:58:53","2010-12-09 02:36:46","2010-12-09 12:06:13","2010-12-09 13:08:25","28.68","-88.35","28.68","-88.35","28.68","-88.34","28.68","28.68","-88.35","1509","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"54","ST-82","2010-12-10 03:51:03","2010-12-10 04:38:37","2010-12-10 10:06:35","2010-12-10 11:16:50","28.58","-88.2","28.58","-88.19","28.59","-88.19","28.6","28.58","-88.2","1897.5","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"55","ST-83","2010-12-11 00:22:58","2010-12-11 00:59:28","2010-12-11 10:31:58","2010-12-11 11:30:11","28.66","-88.46","28.66","-88.46","28.66","-88.45","28.66","28.66","-88.46","1449.5","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"56","ST-84","2010-12-14 00:11:29","2010-12-14 00:48:15","2010-12-14 11:50:53","2010-12-14 12:42:00","28.65","-88.47","28.65","-88.47","28.64","-88.47","28.64","28.65","-88.47","1387.5","AT18-03","R/V Atlantis","Fisher, Charles","AT18-03_Fisher10",
"32","ST-60","2010-06-21 10:20:24","2010-06-21 10:48:52","2010-06-21 11:52:11","2010-06-21 12:15:58","28.48","-88.71","28.48","-88.71","28.46","-88.71","28.46","28.48","-88.71","1112.4","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"33","ST-61","2010-06-22 08:09:27","2010-06-22 08:39:19","2010-06-22 10:02:02","2010-06-22 10:55:42","28.48","-88.71","28.48","-88.71","28.45","-88.71","28.45","28.48","-88.71","1115.5","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"34","ST-62","2010-06-23 09:46:19","2010-06-23 10:17:50","2010-06-24 05:38:26","2010-06-24 06:21:29","28.74","-88.31","28.74","-88.31","28.78","-88.16","28.78","28.48","-88.71","1300.8","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"35","ST-63","2010-06-25 09:55:53","2010-06-25 10:23:16","2010-06-25 10:32:24","2010-06-25 11:08:16","28.48","-88.71","28.48","-88.71","28.48","-88.71","28.48","28.48","-88.71","1005.2","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"36","ST-64","2010-06-25 14:06:49","2010-06-25 14:38:21","2010-06-26 12:54:56","2010-06-26 14:20:12","28.75","-88.42","28.75","-88.42","28.64","-88.5","28.64","28.48","-88.71","1120.7","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"37","ST-65","2010-06-27 05:26:16","2010-06-27 05:58:04","2010-06-28 04:00:54","2010-06-28 04:39:42","28.48","-88.71","28.48","-88.71","28.4","-88.82","28.4","28.48","-88.71","1240.1","EN478","R/V Endeavor","Camilli, Richard","EN478_Camilli10",
"45","ST-73","2010-09-26 18:33:43","2010-09-26 19:09:07","2010-09-27 13:58:48","2010-09-27 14:56:23","71.99","14.69","71.99","14.69","71.99","14.74","71.99","71.99","14.69","1258","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"46","ST-74","2010-09-28 11:31:46","2010-09-28 12:07:10","2010-09-29 08:58:47","2010-09-29 09:43:24","71.99","14.69","71.99","14.69","71.98","14.68","71.98","71.99","14.69","1258","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"47","ST-75","2010-09-29 18:31:35","2010-09-29 19:06:58","2010-09-30 13:58:44","2010-09-30 16:58:21","71.99","14.69","71.99","14.68","71.99","14.68","71.99","71.99","14.69","1261.1","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"48","ST-76","2010-10-01 20:49:12","2010-10-01 21:23:29","2010-10-03 05:14:49","2010-10-03 06:03:05","71.99","14.69","71.99","14.69","71.98","14.71","71.98","71.99","14.69","1268.5","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"49","ST-77","2010-10-03 16:31:22","2010-10-03 17:07:52","2010-10-04 02:16:00","2010-10-04 03:06:39","71.99","14.69","71.99","14.68","71.99","14.69","71.99","71.99","14.69","1259.5","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"50","ST-78","2010-10-05 08:29:07","2010-10-05 09:02:34","2010-10-05 11:09:58","2010-10-05 13:18:06","71.99","14.69","71.99","14.68","71.99","14.68","71.98","71.99","14.69","1203.8","MSM16-2","R/V Maria S Merian","German, Christopher","MSM16-2_German10",
"38","ST-66","2010-07-29 03:56:36","2010-07-29 04:20:39","2010-07-29 05:58:13","2010-07-29 06:48:46","46.83","-125","46.83","-125","46.82","-125","46.82","46.83","-125","927.3","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"39","ST-67","2010-07-29 18:20:12","2010-07-29 18:32:55","2010-07-30 02:23:07","2010-07-30 02:48:08","46.9","-125.03","46.9","-125.03","46.91","-125.04","46.91","46.9","-125.03","501.1","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"40","ST-68","2010-07-30 23:04:25","2010-07-30 23:25:42","2010-07-31 18:41:00","2010-07-31 19:30:45","44.33","-125.5","44.33","-125.49","44.34","-125.47","44.34","44.33","-125.5","968.9","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"41","ST-69","2010-08-01 17:32:53","2010-08-01 17:48:05","2010-08-02 05:25:33","2010-08-02 06:28:09","44.33","-125","44.33","-124.99","44.33","-124.99","44.33","44.33","-125","564","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"42","ST-70","2010-08-02 18:02:26","2010-08-02 18:25:06","2010-08-03 07:24:49","2010-08-03 08:09:18","44.33","-125.5","44.33","-125.49","44.33","-125.5","44.33","44.33","-125.5","812","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"43","ST-71","2010-08-03 20:56:14","2010-08-03 21:20:01","2010-08-05 01:54:02","2010-08-05 02:39:41","44.33","-125.5","44.33","-125.49","44.33","-125.5","44.33","44.33","-125.5","786.3","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"44","ST-72","2010-08-05 20:47:07","2010-08-05 21:03:59","2010-08-06 13:00:20","2010-08-06 13:44:30","44.33","-125.5","44.33","-125.49","44.33","-125.49","44.33","44.33","-125.5","780.6","TN252","R/V Thompson","Delaney, John","TN252_Delaney10",
"89","ST-117","2011-09-15 16:58:00","2011-09-15 17:10:00","2011-09-15 17:59:00","2011-09-15 18:36:00","34.21","-120.43","34.21","-120.43","34.21","-120.43","34.21","34.21","-120.43","451.8","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"90","ST-118","2011-09-19 00:02:00","2011-09-19 00:15:00","2011-09-19 19:46:00","2011-09-19 20:18:00","34.21","-120.43","34.21","-120.43","34.21","-120.47","34.21","34.21","-120.43","460.5","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"91","ST-119","2011-09-20 20:21:00","2011-09-20 20:32:00","2011-09-21 11:53:00","2011-09-21 12:19:00","34.22","-119.79","34.22","-119.8","34.21","-119.76","34.21","34.22","-119.79","196.1","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"92","ST-120","2011-09-22 07:44:00","2011-09-22 08:07:00","2011-09-22 23:40:00","2011-09-23 00:18:00","33.76","-118.68","33.76","-118.68","33.76","-118.68","33.76","33.76","-118.68","823.6","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"93","ST-121","2011-09-23 21:39:00","2011-09-23 22:04:00","2011-09-24 16:42:00","2011-09-24 17:17:00","33.62","-118.83","33.62","-118.83","33.62","-118.83","33.62","33.62","-118.83","896.4","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"94","ST-122","2011-09-25 11:11:00","2011-09-25 11:33:00","2011-09-26 01:47:00","2011-09-26 02:22:00","33.53","-118.48","33.53","-118.48","33.56","-118.46","33.56","33.53","-118.48","827.4","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"95","ST-123","2011-09-26 20:09:00","2011-09-26 20:13:00","2011-09-26 21:58:00","2011-09-26 21:57:00","33.8","-118.45","33.8","-118.44","33.81","-118.44","33.81","33.8","-118.45","143.1","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"96","ST-124","2011-09-27 00:00:00","2011-09-27 00:04:00","2011-09-27 06:56:00","2011-09-27 07:19:00","33.8","-118.45","33.8","-118.44","33.8","-118.45","33.8","33.8","-118.45","180.8","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"97","ST-125","2011-09-27 18:39:00","2011-09-27 18:53:00","2011-09-28 03:33:00","2011-09-28 03:54:00","34.21","-120.43","34.21","-120.43","34.21","-120.43","34.21","34.21","-120.43","449.7","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"98","ST-126","2011-09-28 15:52:00","2011-09-28 16:15:00","2011-09-29 04:24:00","2011-09-29 05:04:00","33.53","-118.48","33.53","-118.48","33.54","-118.46","33.54","33.53","-118.48","883.7","AT18-11","R/V Atlantis","Valentine, David","AT18-11_Valentine11",
"67","ST-95","2011-04-26 20:38:00","2011-04-26 21:03:00","2011-04-27 12:25:00","2011-04-27 13:03:00",,,,,,,,"28.86","-88.25",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"68","ST-96","2011-04-28 03:44:00","2011-04-28 04:19:00","2011-04-28 17:27:00","2011-04-28 18:15:00",,,,,,,,,,,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"69","ST-97","2011-04-29 02:40:00","2011-04-29 03:12:00","2011-04-29 10:35:00","2011-04-29 11:18:00",,,,,,,,"28.78","-88.35",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"70","ST-98","2011-04-29 23:05:00","2011-04-29 23:33:00","2011-04-30 13:39:00","2011-04-30 14:32:00",,,,,,,,"28.45","-88.95",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"71","ST-99","2011-04-30 23:31:00","2011-05-01 00:12:00","2011-05-01 00:14:00","2011-05-01 00:56:00",,,,,,,,"28.33","-88.81",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"72","ST-100","2011-05-01 03:07:00","2011-05-01 03:47:00","2011-05-01 17:30:00","2011-05-01 18:17:00",,,,,,,,"28.33","-88.81",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"73","ST-101","2011-05-02 04:30:00","2011-05-02 04:59:00","2011-05-02 14:25:00","2011-05-02 15:21:00",,,,,,,,"28.56","-88.91",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"74","ST-102","2011-05-03 03:12:00","2011-05-03 03:37:00","2011-05-03 21:56:00","2011-05-03 22:42:00",,,,,,,,"28.75","-88.66",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"75","ST-103","2011-05-05 02:10:00","2011-05-05 02:42:00","2011-05-05 12:31:00","2011-05-05 13:12:00",,,,,,,,"28.7","-88.56",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"76","ST-104","2011-05-05 21:03:00","2011-05-05 21:42:00","2011-05-06 03:28:00","2011-05-06 04:24:00",,,,,,,,"28.66","-88.46",,"M2-11-01","R/V McArthur II","Fisher, Charles","M2-11-01_Fisher11",
"77","ST-105","2011-05-08 07:08:00","2011-05-08 07:50:00","2011-05-08 13:40:00","2011-05-08 14:44:00",,,,,,,,"28.7","-88.4",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"78","ST-106","2011-05-08 23:37:00","2011-05-09 00:19:00","2011-05-09 00:21:00","2011-05-09 00:19:00",,,,,,,,"28.66","-88.4",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"79","ST-107","2011-05-10 06:42:00","2011-05-10 07:22:00","2011-05-10 16:46:00","2011-05-10 17:31:00",,,,,,,,"28.63","-88.5",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"80","ST-108","2011-05-11 01:01:00","2011-05-11 01:48:00","2011-05-11 15:29:00","2011-05-11 16:42:00",,,,,,,,"28.66","-88.2",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"81","ST-109","2011-05-12 01:04:00","2011-05-12 01:47:00","2011-05-12 16:51:00","2011-05-12 17:56:00",,,,,,,,"28.66","-88.4",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"82","ST-110","2011-05-13 00:58:00","2011-05-13 01:39:00","2011-05-13 14:27:00","2011-05-13 15:19:00",,,,,,,,"28.65","-88.55",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"83","ST-111","2011-05-14 03:30:00","2011-05-14 04:02:00","2011-05-15 12:39:00","2011-05-15 13:22:00",,,,,,,,"28.86","-88.25",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"84","ST-112","2011-05-16 12:00:00","2011-05-16 12:34:00","2011-05-16 21:56:00","2011-05-16 22:50:00",,,,,,,,"28.7","-88.56",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"85","ST-113","2011-05-17 14:50:00","2011-05-17 15:21:00","2011-05-17 17:24:00","2011-05-17 18:12:00",,,,,,,,"28.56","-88.91",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"86","ST-114","2011-05-18 03:05:00","2011-05-18 03:45:00","2011-05-18 12:25:00","2011-05-18 13:17:00",,,,,,,,"28.33","-88.81",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"87","ST-115","2011-05-18 20:36:00","2011-05-18 21:02:00","2011-05-19 01:19:00","2011-05-19 02:04:00",,,,,,,,"28.75","-88.66",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"88","ST-116",,"2011-05-19 21:51:00",,,,,,,,,,"28.66","-88.2",,"M2-11-01","R/V McArthur II","Shank, Timothy","M2-11-01_Fisher11",
"57","ST-85","2011-02-28 16:03:28","2011-02-28 16:33:36","2011-03-01 09:43:59","2011-03-01 09:59:59","-36.53","177.8","-36.53","177.8","-36.57","177.74","-36.57","-36.53","177.8","1498.6","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"58","ST-86","2011-03-04 11:47:54","2011-03-04 12:19:25","2011-03-05 02:10:13","2011-03-05 03:15:23","-36.53","177.8","-36.53","177.79","-36.53","177.79","-36.53","-36.53","177.8","1346.6","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"59","ST-87","2011-03-08 02:46:53","2011-03-08 03:21:43","2011-03-08 04:19:07","2011-03-08 05:04:37","-35.4","178.45","-35.39","178.45","-35.4","178.43","-35.4","-35.4","178.45","1445.7","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"60","ST-88","2011-03-08 09:05:24","2011-03-08 09:41:00","2011-03-09 06:16:09","2011-03-09 07:00:37","-35.4","178.45","-35.4","178.45","-35.39","178.43","-35.39","-35.4","178.45","1444.1","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"61","ST-89","2011-03-09 20:44:53","2011-03-09 21:18:37","2011-03-10 18:24:15","2011-03-10 19:14:18","-35.39","178.44","-35.4","178.45","-35.38","178.46","-35.38","-35.4","178.45","1414.2","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"62","ST-90","2011-03-11 13:54:51","2011-03-11 14:26:06","2011-03-12 12:43:44","2011-03-12 13:23:33","-35.03","178.95","-35.03","178.94","-35.04","178.94","-35.04","-35.03","178.95","1256.2","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"63","ST-91","2011-03-13 04:34:33","2011-03-13 05:14:55","2011-03-14 02:23:14","2011-03-14 03:17:28","-35.03","178.95","-35.03","178.95","-35.03","178.93","-35.03","-35.03","178.95","1625","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"64","ST-92","2011-03-14 16:31:37","2011-03-14 17:08:57","2011-03-15 13:36:53","2011-03-15 14:37:10","-34.92","179","-34.92","178.99","-34.9","178.99","-34.9","-34.92","179","1848","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"65","ST-93","2011-03-16 06:43:51","2011-03-16 07:02:40","2011-03-17 03:25:18","2011-03-17 03:51:33","-35.75","178.46","-35.75","178.46","-35.76","178.48","-35.76","-35.75","178.46","728.2","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"66","ST-94","2011-03-17 16:34:37","2011-03-17 16:54:14","2011-03-18 13:48:22","2011-03-18 14:22:52","-35.75","178.46","-35.75","178.46","-35.75","178.45","-35.75","-35.75","178.46","819.6","TAN11-04","R/V Tangaroa","de Ronde, Cornel","Tan11-04_deRonde11","kermadec2011"
"99","ST-127","2011-11-07 14:07:00","2011-11-07 16:56:00","2011-11-07 20:55:00","2011-11-07 23:15:00","18.35","-163.27","18.35","-163.27","18.35","-163.25","18.35","18.35","-163.27","5848.9","TN272","R/V Thompson","Tominaga, Masako","TN272_Tominaga11",
"100","ST-128","2011-11-15 08:53:00","2011-11-15 11:28:00","2011-11-16 16:28:00","2011-11-16 19:29:00","22.58","166.64","22.58","166.64","22.13","166.27","22.13","22.58","166.64","5784.4","TN272","R/V Thompson","Tominaga, Masako","TN272_Tominaga11",
"101","ST-129","2011-11-21 16:18:00","2011-11-21 18:53:00","2011-11-22 13:29:00","2011-11-22 18:51:00","22.14","166.29","22.14","166.28","21.85","166.07","21.85","22.14","166.29","5866","TN272","R/V Thompson","Tominaga, Masako","TN272_Tominaga11",
"102","ST-130","2011-11-27 00:39:00","2011-11-27 00:41:00","2011-11-27 02:28:00","2011-11-27 02:41:00","22.14","166.29","22.14","166.29","22.14","166.29","22.14","22.14","166.29","2031.2","TN272","R/V Thompson","Tominaga, Masako","TN272_Tominaga11",
